"Section","QuestionID","Question","ChoiceA","ChoiceB","ChoiceC","ChoiceD","CorrectAnswer","Source"
"Aircraft Operations – Part 2","010.06 Part 2 Q0024","In a holding pattern, the pilot should attempt to maintain the holding _____ by making adjustments for wind, applying corrections to _____ during entry and while flying the holding pattern.","track; heading and timing","heading; timing","track; heading","track; heading and timing","track; heading and timing","PDF"
"Aircraft Operations – Part 2","010.06 Part 2 Q0025","What does the abbreviation ""WCA' stand for?","Wind Correction Angle","Designated End Routing","Air Traffic Information Service","Above Aerodrome Limit","Wind Correction Angle","Merged"
"Aircraft Operations – Part 2","010.06 Part 2 Q0026","What is the maximum value of the wind correction angle on the outbound leg of a holding pattern?","30°","30°","45°","20°","30°","PDF"
"Aircraft Operations – Part 2","010.06 Part 2 Q0027","What is the maximum bank angle during turns in a holding pattern?","25°","It is regulated only at the national level by each contracting state","It applies only to military aircraft, not civil aviation","It has no equivalent in international aviation law","25°","Merged"
"Aircraft Operations – Part 2","010.06 Part 2 Q0028","What is the maximum holding speed for a passenger jet at FL110?","230 kts IAS","It is regulated only at the national level by each contracting state","It applies only to military aircraft, not civil aviation","It has no equivalent in international aviation law","230 kts IAS","Merged"
"Aircraft Operations – Part 2","010.06 Part 2 Q0029","What is the maximum holding speed for a passenger jet at FL210 in turbulent conditions?","280 kt","265 kt","230 kt","280 kt","280 kt","PDF"
"Aircraft Operations – Part 2","010.06 Part 2 Q0030","The crew of an aircraft holding at the lowest holding level over the SPY VOR experience an engine malfunction and are unable to maintain the cleared flight level. What should they do?","The crew should immediately inform the ATC","None of the above","Only some of the above are correct","Information not specified by the convention","The crew should immediately inform the ATC","Merged"
"Aircraft Operations – Part 2","010.06 Part 2 Q0031","Regarding the three entry sectors, the type of entry into the holding pattern should be determined according to the _____.","magnetic heading","None of the above","Only some of the above are correct","Information not specified by the convention","magnetic heading","Merged"
"Aircraft Operations – Part 2","010.06 Part 2 Q0032","What are the names of holding entry procedures?","Parallel entry, teardrop entry, direct entry","Offset entry, direct entry, teardrop entry","Parallel entry, teardrop entry, holdover entry","Parallel entry, teardrop entry, offset entry","Parallel entry, teardrop entry, direct entry","PDF"
"Aircraft Operations – Part 2","010.06 Part 2 Q0033","What is the heading range for an aircraft approaching the holding fix to be able to perform the parallel entry?","Between outbound heading and 70° into the non-holding side","From 110° into the non-holding side to 70° into the holding side","Between outbound heading and outbound minus 70°","Between outbound heading and 110° into the holding side","Between outbound heading and 110° into the holding side","PDF"
"Aircraft Operations – Part 2","010.06 Part 2 Q0034","What is the heading range for an aircraft approaching the holding fix to be able to perform the teardrop entry?","Between outbound heading and 70° into the non-holding side","From 110° into the non-holding side to 70° into the holding side","Between outbound heading and 70° into the non-holding side","No other answer is correct","Between outbound heading and 70° into the non-holding side","PDF"
"Aircraft Operations – Part 2","010.06 Part 2 Q0035","The crew has to carry out an offset entry procedure to enter a holding pattern. What is the required track divergence from the reciprocal inbound track when passing the fix towards the outbound leg?","30°","30°","20°","60°","30°","PDF"
"Aircraft Operations – Part 2","010.06 Part 2 Q0036","What is the heading range for an aircraft approaching the holding fix to be able to perform the offset entry?","No ans is correct","No ans is correct","Between outbound heading and 60° into the holding side","From 110° into the non-holding side to 70° into the holding side","No ans is correct","PDF"
"Aircraft Operations – Part 2","010.06 Part 2 Q0037","What is the heading range for an aircraft approaching the holding fix to be able to perform the direct entry?","From 70° into the non-holding side to 50° into the holding side","From 110° into the non-holding side to 70° into the holding side","Between outbound heading and 110° into the holding side","Between outbound heading and 60° into the holding side","From 110° into the non-holding side to 70° into the holding side","PDF"
"Aircraft Operations – Part 2","010.06 Part 2 Q0038","What must be specified in the ATC clearance if an aircraft was instructed to hold on arrival? Select the most complete answer.","The time the aircraft expected to leave the holding","None of the above","Only some of the above are correct","Information not specified by the convention","The time the aircraft expected to leave the holding","Merged"
"Aircraft Operations – Part 3","010.06 Part 3 Q0001","What is the main purpose of altimeter setting?","To provide terrain clearance and vertical separation between aircraft during all phases of flight","To provide terrain clearance and vertical separation between aircraft during all phases of flight","To provide terrain clearance and horizontal separation between aircraft during all phases of flight","To provide vertical separation between aircraft and an input for SSR ground facilities during all phases of flight","To provide terrain clearance and vertical separation between aircraft during all phases of flight","PDF"
"Aircraft Operations – Part 3","010.06 Part 3 Q0002","What is QFE?","Pressure setting of the altimeter subscale resulting in an indication of the aircraft's height above the reference elevation being used","QFE is regulated only by national authorities and does not appear in international civil aviation law","QFE refers to military aviation operations excluded from ICAO regulations","QFE only applies to private flights conducted outside controlled airspace","Pressure setting of the altimeter subscale resulting in an indication of the aircraft's height above the reference elevation being used","Merged"
"Aircraft Operations – Part 3","010.06 Part 3 Q0003","What is QNH? Select the most complete answer.","All answers are correct","Only the first option is correct","None of the above","Only some of the options are correct","All answers are correct","Merged"
